id;sub_district_id;name;postal_code;created_at;updated_at
"11.05.07.2001";11.05.07;Arongan;23652;;
"11.05.07.2002";11.05.07;Alue Bagok;23652;;
"11.05.07.2003";11.05.07;Alue Sundak;23652;;
"11.05.07.2004";11.05.07;Alue Batee;23652;;
"11.05.07.2005";11.05.07;Cot Buloh;23652;;
"11.05.07.2006";11.05.07;Cot Kumbang;23652;;
"11.05.07.2007";11.05.07;Cot Juru Mudi;23652;;
"11.05.07.2008";11.05.07;Drien Rampak;23652;;
"11.05.07.2009";11.05.07;Kubu;23652;;
"11.05.07.2010";11.05.07;Keub;23652;;
"11.05.07.2011";11.05.07;Pante Mutia;23652;;
"11.05.07.2012";11.05.07;Peuribu;23652;;
"11.05.07.2013";11.05.07;Panton Makmu;23652;;
"11.05.07.2014";11.05.07;Panton Bahagia;23652;;
"11.05.07.2015";11.05.07;Peulanteu Lb;23652;;
"11.05.07.2016";11.05.07;Rimba Langgeh;23652;;
"11.05.07.2017";11.05.07;Suak Keumudee;23652;;
"11.05.07.2018";11.05.07;Seuneubok Lhong;23652;;
"11.05.07.2019";11.05.07;Suak Ie Beuso;23652;;
"11.05.07.2020";11.05.07;Suak Bidok;23652;;
"11.05.07.2021";11.05.07;Simpang Peut;23652;;
"11.05.07.2022";11.05.07;Seuneubok Teungoh;23652;;
"11.05.07.2023";11.05.07;Teupin Peraho;23652;;
"11.05.07.2024";11.05.07;Ujong Beusa;23652;;
"11.05.07.2025";11.05.07;Ujong Simpang;23652;;
"11.05.07.2026";11.05.07;Gunong Pulo;23652;;
"11.05.07.2027";11.05.07;Karang Hampa;23652;;
"11.05.06.2001";11.05.06;Alue Lhok;23651;;
"11.05.06.2002";11.05.06;Alue Bakong;23651;;
"11.05.06.2003";11.05.06;Beurawang;23651;;
"11.05.06.2004";11.05.06;Blang Sibeutong;23651;;
"11.05.06.2005";11.05.06;Cot Keumuneng;23651;;
"11.05.06.2006";11.05.06;Cot Lada;23651;;
"11.05.06.2007";11.05.06;Gunong Panah;23651;;
"11.05.06.2008";11.05.06;Kuta Padang;23651;;
"11.05.06.2009";11.05.06;Kuala Pling;23651;;
"11.05.06.2010";11.05.06;Layung;23651;;
"11.05.06.2011";11.05.06;Liceh;23651;;
"11.05.06.2012";11.05.06;Peulanteu Sp;23651;;
"11.05.06.2013";11.05.06;Rambong;23651;;
"11.05.06.2014";11.05.06;Seumuleng;23651;;
"11.05.06.2015";11.05.06;Suak Pangkat;23651;;
"11.05.06.2016";11.05.06;Seuneubok Trap;23651;;
"11.05.06.2017";11.05.06;Ulee Blang;23651;;
"11.05.01.2001";11.05.01;Suak Indrapuri;23611;;
"11.05.01.2002";11.05.01;Kampung Belakang;23611;;
"11.05.01.2003";11.05.01;Ujong Kalak;23613;;
"11.05.01.2004";11.05.01;Kuta Padang;23614;;
"11.05.01.2005";11.05.01;Ujong Baroh;23615;;
"11.05.01.2006";11.05.01;Rundeng;23616;;
"11.05.01.2007";11.05.01;Drien Rampak;23617;;
"11.05.01.2008";11.05.01;Pasir;23611;;
"11.05.01.2009";11.05.01;Pasar Aceh;23612;;
"11.05.01.2010";11.05.01;Padang Seurahet;23611;;
"11.05.01.2011";11.05.01;Panggong;23612;;
"11.05.01.2012";11.05.01;Seuneubok;23611;;
"11.05.01.2013";11.05.01;Gampong Darat;23611;;
"11.05.01.2014";11.05.01;Gampa;23611;;
"11.05.01.2015";11.05.01;Lapang;23618;;
"11.05.01.2016";11.05.01;Blang Beurandang;23618;;
"11.05.01.2017";11.05.01;Suak Ribee;23611;;
"11.05.01.2018";11.05.01;Suak Raya;23611;;
"11.05.01.2019";11.05.01;Suak Nie;23611;;
"11.05.01.2020";11.05.01;Leuhan;23611;;
"11.05.01.2021";11.05.01;Suak Sigadeng;23611;;
"11.05.02.2001";11.05.02;Keude Aron;23681;;
"11.05.02.2002";11.05.02;Kampong Mesjid;23681;;
"11.05.02.2003";11.05.02;Padang Mancang;23681;;
"11.05.02.2004";11.05.02;Meunasah Buloh;23681;;
"11.05.02.2005";11.05.02;Alue Tampak;23681;;
"11.05.02.2006";11.05.02;Beureugang;23681;;
"11.05.02.2007";11.05.02;Marek;23681;;
"11.05.02.2008";11.05.02;Pasi Jambu;23681;;
"11.05.02.2009";11.05.02;Meunasah Ara;23681;;
"11.05.02.2010";11.05.02;Meunasah Rayeuk;23681;;
"11.05.02.2011";11.05.02;Simpang;23681;;
"11.05.02.2012";11.05.02;Peunia;23681;;
"11.05.02.2013";11.05.02;Tumpok Ladang;23681;;
"11.05.02.2014";11.05.02;Pasi Teungoh;23681;;
"11.05.02.2015";11.05.02;Putim;23681;;
"11.05.02.2016";11.05.02;Meunasah Rambot;23681;;
"11.05.02.2017";11.05.02;Pasi Jeumpa;23681;;
"11.05.02.2018";11.05.02;Palimbungan;23681;;
"11.05.02.2019";11.05.02;Muko;23681;;
"11.05.02.2020";11.05.02;Meunasah Gantung;23681;;
"11.05.02.2021";11.05.02;Blang Geunang;23681;;
"11.05.02.2022";11.05.02;Puuk;23681;;
"11.05.02.2023";11.05.02;Tanjong Bungong;23681;;
"11.05.02.2024";11.05.02;Alue On;23681;;
"11.05.02.2036";11.05.02;Tanjong Meulaboh;23681;;
"11.05.02.2037";11.05.02;Keude Tanjong;23681;;
"11.05.02.2038";11.05.02;Pungkie;23681;;
"11.05.02.2039";11.05.02;Pucok Pungkie;23681;;
"11.05.02.2040";11.05.02;Teladan;23681;;
"11.05.02.2041";11.05.02;Pasi Ara;23681;;
"11.05.02.2042";11.05.02;Meunuang Tanjong;23681;;
"11.05.02.2043";11.05.02;Alue Lhee;23681;;
"11.05.02.2044";11.05.02;Blang Dalam;23681;;
"11.05.02.2045";11.05.02;Teupin Panah;23681;;
"11.05.02.2046";11.05.02;Drien Caleue;23681;;
"11.05.02.2047";11.05.02;Alue Peudeung;23681;;
"11.05.02.2048";11.05.02;Pasi Meugat;23681;;
"11.05.02.2049";11.05.02;Babah Meulaboh;23681;;
"11.05.02.2050";11.05.02;Pasi Kumbang;23681;;
"11.05.02.2051";11.05.02;Padang Sikabu;23681;;
"11.05.02.2052";11.05.02;Sawang Teubei;23681;;
"11.05.02.2053";11.05.02;Alue Lhok;23681;;
"11.05.02.2062";11.05.02;Batu Jaya;23681;;
"11.05.02.2063";11.05.02;Keuramat;23681;;
"11.05.09.2001";11.05.09;Ranto Panyang Barat;23615;;
"11.05.09.2002";11.05.09;Ranto Panyang Timur;23615;;
"11.05.09.2003";11.05.09;Mesjid Tuha;23615;;
"11.05.09.2004";11.05.09;Ujong Tanoh Darat;23615;;
"11.05.09.2005";11.05.09;Pasi Aceh Tunong;23615;;
"11.05.09.2006";11.05.09;Pasi Aceh Baroh;23615;;
"11.05.09.2007";11.05.09;Buloh;23615;;
"11.05.09.2008";11.05.09;Pulo Teungoh;23615;;
"11.05.09.2009";11.05.09;Paya Baro Ranto P;23615;;
"11.05.09.2010";11.05.09;Ranub Dong;23615;;
"11.05.09.2011";11.05.09;Pasi Pinang;23615;;
"11.05.09.2012";11.05.09;Pasi Mesjid;23615;;
"11.05.09.2013";11.05.09;Meureubo;23615;;
"11.05.09.2014";11.05.09;Langung;23615;;
"11.05.09.2015";11.05.09;Gunong Kleng;23615;;
"11.05.09.2016";11.05.09;Ujong Drien;23615;;
"11.05.09.2017";11.05.09;Peunaga Rayeuk;23615;;
"11.05.09.2018";11.05.09;Peunaga Pasi;23615;;
"11.05.09.2019";11.05.09;Peunaga Cut Ujong;23615;;
"11.05.09.2020";11.05.09;Reudeup;23615;;
"11.05.09.2021";11.05.09;Balee;23615;;
"11.05.09.2022";11.05.09;Paya Peunaga;23615;;
"11.05.09.2023";11.05.09;Ujong Tanjong;23615;;
"11.05.09.2024";11.05.09;Pucok Reudeup;23615;;
"11.05.09.2025";11.05.09;Sumber Batu;23615;;
"11.05.09.2026";11.05.09;Bukit Jaya;23615;;
"11.05.08.2001";11.05.08;Seumara;23680;;
"11.05.08.2002";11.05.08;Babah Lueng;23680;;
"11.05.08.2003";11.05.08;Babah Iseung;23680;;
"11.05.08.2004";11.05.08;Seumantok;23680;;
"11.05.08.2005";11.05.08;Alue Keumang;23680;;
"11.05.08.2006";11.05.08;Meunuang Kinco;23680;;
"11.05.08.2007";11.05.08;Lango;23680;;
"11.05.08.2008";11.05.08;Sikundo;23680;;
"11.05.08.2009";11.05.08;Lawet;23680;;
"11.05.08.2010";11.05.08;Canggai;23680;;
"11.05.08.2011";11.05.08;Manjeng;23680;;
"11.05.08.2012";11.05.08;Keutambang;23680;;
"11.05.08.2013";11.05.08;Pante Ceuremen;23680;;
"11.05.08.2014";11.05.08;Pulo Teungoh Manjeng;23680;;
"11.05.08.2015";11.05.08;Jambak;23680;;
"11.05.08.2016";11.05.08;Tegal Sari;23680;;
"11.05.08.2017";11.05.08;Gunong Tarok;23680;;
"11.05.08.2018";11.05.08;Suak Awe;23680;;
"11.05.08.2019";11.05.08;Kreung Beukah;23680;;
"11.05.08.2020";11.05.08;Lhok Sari;23680;;
"11.05.08.2021";11.05.08;Babah Krueng Tep Lep;23680;;
"11.05.08.2022";11.05.08;Berdikari;23680;;
"11.05.08.2023";11.05.08;Lhok Guci;23680;;
"11.05.08.2024";11.05.08;Keude Suak Awe;23680;;
"11.05.08.2025";11.05.08;Sawang Rambot;23680;;
"11.05.12.2001";11.05.12;Mentulang;23684;;
"11.05.12.2002";11.05.12;Mugo Cut;23684;;
"11.05.12.2003";11.05.12;Mugo Rayeuk;23684;;
"11.05.12.2004";11.05.12;Baro Paya;23684;;
"11.05.12.2005";11.05.12;Sibintang;23684;;
"11.05.12.2006";11.05.12;Blang Teungoh;23684;;
"11.05.12.2007";11.05.12;Antong;23684;;
"11.05.12.2008";11.05.12;Ujong Raja;23684;;
"11.05.12.2009";11.05.12;Paya Baro Meuko;23684;;
"11.05.12.2010";11.05.12;Tuwi Buya;23684;;
"11.05.12.2011";11.05.12;Kuala Manyeue;23684;;
"11.05.12.2012";11.05.12;Manggie;23684;;
"11.05.12.2013";11.05.12;Gampong Baro;23684;;
"11.05.12.2014";11.05.12;Tamping;23684;;
"11.05.12.2015";11.05.12;Cot Manggie;23684;;
"11.05.12.2016";11.05.12;Blang Balee;23684;;
"11.05.12.2017";11.05.12;Babah Krueng Manggie;23684;;
"11.05.12.2018";11.05.12;Gunong Mata Ie;23684;;
"11.05.12.2019";11.05.12;Lek-Lek;23684;;
"11.05.05.2001";11.05.05;Alue Raya;23650;;
"11.05.05.2002";11.05.05;Cot Darat;23650;;
"11.05.05.2003";11.05.05;Cot Pluh;23650;;
"11.05.05.2004";11.05.05;Cot Seumeureung;23650;;
"11.05.05.2005";11.05.05;Cot Mesjid;23650;;
"11.05.05.2006";11.05.05;Cot Lampise;23650;;
"11.05.05.2007";11.05.05;Cot Seulamat;23650;;
"11.05.05.2008";11.05.05;Cot Amun;23650;;
"11.05.05.2009";11.05.05;Deuah;23650;;
"11.05.05.2010";11.05.05;Gampong Teungoh;23650;;
"11.05.05.2011";11.05.05;Gampong Ladang;23650;;
"11.05.05.2012";11.05.05;Gampong Cot;23650;;
"11.05.05.2013";11.05.05;Keureuseng;23650;;
"11.05.05.2014";11.05.05;Krueng Tinggai;23650;;
"11.05.05.2015";11.05.05;Kuala Bubon;23650;;
"11.05.05.2016";11.05.05;Leubok;23650;;
"11.05.05.2017";11.05.05;Lhok Bubon;23650;;
"11.05.05.2018";11.05.05;Leukeun;23650;;
"11.05.05.2019";11.05.05;Mesjid Baro;23650;;
"11.05.05.2020";11.05.05;Paya Lumpat;23650;;
"11.05.05.2021";11.05.05;Pinem;23650;;
"11.05.05.2022";11.05.05;Pange;23650;;
"11.05.05.2023";11.05.05;Pucok Lueng;23650;;
"11.05.05.2024";11.05.05;Rangkileh;23650;;
"11.05.05.2025";11.05.05;Reusak;23650;;
"11.05.05.2026";11.05.05;Suak Pandan;23650;;
"11.05.05.2027";11.05.05;Suak Seuke;23650;;
"11.05.05.2028";11.05.05;Suak Pante Breuh;23650;;
"11.05.05.2029";11.05.05;Suak Geudeubang;23650;;
"11.05.05.2030";11.05.05;Suak Seumaseh;23650;;
"11.05.05.2031";11.05.05;Suak Timah;23650;;
"11.05.05.2032";11.05.05;Ujong Nga;23650;;
"11.05.03.2001";11.05.03;Tungkop;23685;;
"11.05.03.2002";11.05.03;Sakuy;23685;;
"11.05.03.2003";11.05.03;Kajeung;23685;;
"11.05.03.2004";11.05.03;Geudong;23685;;
"11.05.03.2005";11.05.03;Sarah Perlak;23685;;
"11.05.03.2006";11.05.03;Tutut;23685;;
"11.05.03.2007";11.05.03;Drien Sibak;23685;;
"11.05.03.2008";11.05.03;Tuwi Saya;23685;;
"11.05.03.2009";11.05.03;Lancong;23685;;
"11.05.03.2010";11.05.03;Sipot;23685;;
"11.05.03.2011";11.05.03;Pungkie;23685;;
"11.05.03.2012";11.05.03;Gunong Buloh;23685;;
"11.05.03.2013";11.05.03;Ramitie;23685;;
"11.05.03.2014";11.05.03;Lubok Beutong;23685;;
"11.05.03.2015";11.05.03;Gleng;23685;;
"11.05.03.2016";11.05.03;Tanoh Mirah;23685;;
"11.05.03.2017";11.05.03;Gaseu;23685;;
"11.05.03.2018";11.05.03;Lueng Baro;23685;;
"11.05.04.2001";11.05.04;Kuala Bhee;23654;;
"11.05.04.2002";11.05.04;Pasi Lunak;23654;;
"11.05.04.2003";11.05.04;Pasi Aceh;23654;;
"11.05.04.2004";11.05.04;Aron Tunong;23654;;
"11.05.04.2005";11.05.04;Aron Baroh;23654;;
"11.05.04.2006";11.05.04;Pasi Pandan;23654;;
"11.05.04.2007";11.05.04;Ranto Panyang;23654;;
"11.05.04.2008";11.05.04;Geumpa Raya;23654;;
"11.05.04.2009";11.05.04;Padang Jawa;23654;;
"11.05.04.2010";11.05.04;Ie Itam Tunong;23654;;
"11.05.04.2011";11.05.04;Ie Itam Baroh;23654;;
"11.05.04.2012";11.05.04;Tingkeum Panyang;23654;;
"11.05.04.2013";11.05.04;Lueng Teungku Yah;23654;;
"11.05.04.2014";11.05.04;Lueng Tanoh Tho;23654;;
"11.05.04.2015";11.05.04;Gunong Rambong;23654;;
"11.05.04.2016";11.05.04;Drien Mangko;23654;;
"11.05.04.2017";11.05.04;Gunong Hampa;23654;;
"11.05.04.2018";11.05.04;Lueng Jawa;23654;;
"11.05.04.2019";11.05.04;Blang Mee;23654;;
"11.05.04.2020";11.05.04;Alue Blang;23654;;
"11.05.04.2021";11.05.04;Paya Dua;23654;;
"11.05.04.2022";11.05.04;Paya Luah;23654;;
"11.05.04.2023";11.05.04;Pasi Ara;23654;;
"11.05.04.2024";11.05.04;Alue Sikaya;23654;;
"11.05.04.2025";11.05.04;Darul Huda;23654;;
"11.05.04.2026";11.05.04;Keuleumbah;23654;;
"11.05.04.2027";11.05.04;Jawa;23654;;
"11.05.04.2028";11.05.04;Pulo Ie;23654;;
"11.05.04.2029";11.05.04;Alue Panyang;23654;;
"11.05.04.2030";11.05.04;Cot Keumude;23654;;
"11.05.04.2031";11.05.04;Seumantok;23654;;
"11.05.04.2032";11.05.04;Cot Situah;23654;;
"11.05.04.2033";11.05.04;Jawi;23654;;
"11.05.04.2034";11.05.04;Panton;23654;;
"11.05.04.2035";11.05.04;Pasi Birah;23654;;
"11.05.04.2036";11.05.04;Alue Sundak;23654;;
"11.05.04.2037";11.05.04;Teumarom;23654;;
"11.05.04.2038";11.05.04;Cot Murong;23654;;
"11.05.04.2039";11.05.04;Glee Siblah;23654;;
"11.05.04.2040";11.05.04;Suak Trieng;23654;;
"11.05.04.2041";11.05.04;Cot Lagan Bubon;23654;;
"11.05.04.2042";11.05.04;Bakat;23654;;
"11.05.04.2043";11.05.04;Lueng Buloh;23654;;
"11.05.10.2001";11.05.10;Blang Luah Lm;23682;;
"11.05.10.2002";11.05.10;Cot Rambong;23682;;
"11.05.10.2003";11.05.10;Lhok Malee;23682;;
"11.05.10.2004";11.05.10;Pasi Malee;23682;;
"11.05.10.2005";11.05.10;Napai;23682;;
"11.05.10.2006";11.05.10;Blang Cot Mameh;23682;;
"11.05.10.2007";11.05.10;Blang Cot Rubek;23682;;
"11.05.10.2008";11.05.10;Alue Leuhob;23682;;
"11.05.10.2009";11.05.10;Leubok Pasi Ara;23682;;
"11.05.10.2010";11.05.10;Ulee Pasi Ara;23682;;
"11.05.10.2011";11.05.10;Cot Lagan Lm;23682;;
"11.05.10.2012";11.05.10;Lueng Baro;23682;;
"11.05.10.2013";11.05.10;Kulam Kaju;23682;;
"11.05.10.2014";11.05.10;Alue Perman;23682;;
"11.05.10.2015";11.05.10;Peuleukueng;23682;;
"11.05.10.2016";11.05.10;Pasi Jeut;23682;;
"11.05.10.2017";11.05.10;Mon Pasong;23682;;
"11.05.10.2018";11.05.10;Pasi Mali;23682;;
"11.05.10.2019";11.05.10;Karak;23682;;
"11.05.10.2020";11.05.10;Ie Sayang;23682;;
"11.05.10.2021";11.05.10;Ulee Pulo;23682;;
"11.05.10.2022";11.05.10;Pasi Panyang;23682;;
"11.05.10.2023";11.05.10;Alue Keumuning;23682;;
"11.05.10.2024";11.05.10;Simpang Teumarom;23682;;
"11.05.11.2001";11.05.11;Seuradeuk;23683;;
"11.05.11.2002";11.05.11;Lubuk Panyang;23683;;
"11.05.11.2003";11.05.11;Paya Baro;23683;;
"11.05.11.2004";11.05.11;Kubu Capang;23683;;
"11.05.11.2005";11.05.11;Pasi Ara Wt;23683;;
"11.05.11.2006";11.05.11;Gampong Baro Wt;23683;;
"11.05.11.2007";11.05.11;Rambong;23683;;
"11.05.11.2008";11.05.11;Cot Punti;23683;;
"11.05.11.2009";11.05.11;Alue Eumpeuk;23683;;
"11.05.11.2010";11.05.11;Alue Bilie;23683;;
"11.05.11.2011";11.05.11;Pasi Janeng;23683;;
"11.05.11.2012";11.05.11;Tangkeh;23683;;
"11.05.11.2013";11.05.11;Alue Kuyun;23683;;
"11.05.11.2014";11.05.11;Bukit Meugajah;23683;;
"11.05.11.2015";11.05.11;Blang Dalam;23683;;
"11.05.11.2016";11.05.11;Teumiket Ranom;23683;;
"11.05.11.2017";11.05.11;Blang Makmue;23683;;
"11.05.11.2018";11.05.11;Gampong Baro Kb;23683;;
"11.05.11.2019";11.05.11;Alue Meuganda;23683;;
"11.05.11.2020";11.05.11;Alue Seuralen;23683;;
"11.05.11.2021";11.05.11;Rambong Pinto;23683;;
"11.05.11.2022";11.05.11;Tuwi Eumpeuk;23683;;
"11.05.11.2023";11.05.11;Blang Luah Kb;23683;;
"11.05.11.2024";11.05.11;Seuneubok Dalam;23683;;
"11.05.11.2025";11.05.11;Paya Meugendrang;23683;;
"11.05.11.2026";11.05.11;Gunong Panyang;23683;;
"11.12.06.2001";11.12.06;Pante Rakyat;23767;;
"11.12.06.2002";11.12.06;Ie Mirah;23767;;
"11.12.06.2003";11.12.06;Gunung Samarinda;23767;;
"11.12.06.2004";11.12.06;Alue Jeurejak;23767;;
"11.12.06.2005";11.12.06;Blang Dalam;23767;;
"11.12.06.2006";11.12.06;Alue Peunawa;23767;;
"11.12.06.2007";11.12.06;Pante Cermin;23767;;
"11.12.06.2008";11.12.06;Blang Raja;23767;;
"11.12.06.2009";11.12.06;Rukoen Dame;23767;;
"11.12.06.2010";11.12.06;Simpang Gadeng;23767;;
"11.12.06.2011";11.12.06;Teladan Jaya;23767;;
"11.12.06.2012";11.12.06;Lhok Gayo;23767;;
"11.12.06.2013";11.12.06;Alue Dawah;23767;;
"11.12.06.2014";11.12.06;Cot Seumantok;23767;;
"11.12.01.2006";11.12.01;Guhang;23764;;
"11.12.01.2007";11.12.01;Seunaloh;23764;;
"11.12.01.2008";11.12.01;Lhung Asan;23764;;
"11.12.01.2010";11.12.01;Lhung Tarok;23764;;
"11.12.01.2014";11.12.01;Cot Jeurat;23764;;
"11.12.01.2015";11.12.01;Meudang Ara;23764;;
"11.12.01.2016";11.12.01;Keude Siblah;23764;;
"11.12.01.2017";11.12.01;Kuta Bahagia;23764;;
"11.12.01.2018";11.12.01;Kuta Tinggi;23764;;
"11.12.01.2019";11.12.01;Mata Ie;23764;;
"11.12.01.2020";11.12.01;Geulumpang Payong;23764;;
"11.12.01.2021";11.12.01;Panton Raya;23764;;
"11.12.01.2022";11.12.01;Alue Manggota;23764;;
"11.12.01.2023";11.12.01;Lam Kuta;23764;;
"11.12.01.2024";11.12.01;Baharu;23764;;
"11.12.01.2025";11.12.01;Keude Paya;23764;;
"11.12.01.2026";11.12.01;Pasar Blangpidie;23764;;
"11.12.01.2028";11.12.01;Kuta Tuha;23764;;
"11.12.01.2029";11.12.01;Gudang;23764;;
"11.12.01.2030";11.12.01;Babah Lhueng;23764;;
"11.12.08.2001";11.12.08;Baru;23769;;
"11.12.08.2002";11.12.08;Alue Rambot;23769;;
"11.12.08.2003";11.12.08;Kuta Jeumpa;23769;;
"11.12.08.2004";11.12.08;Alue Sungai Pinang;23769;;
"11.12.08.2005";11.12.08;Cot Mane;23769;;
"11.12.08.2006";11.12.08;Ladang Neubok;23769;;
"11.12.08.2007";11.12.08;Asoe Nanggroe;23769;;
"11.12.08.2008";11.12.08;Padang Geulumpang;23769;;
"11.12.08.2009";11.12.08;Ikue Lhung;23769;;
"11.12.08.2010";11.12.08;Kuta Makmur;23769;;
"11.12.08.2011";11.12.08;Jeumpa Barat;23769;;
"11.12.08.2012";11.12.08;Alue Seulaseh;23769;;
"11.12.05.2001";11.12.05;Kota Bahagia;23766;;
"11.12.05.2002";11.12.05;Pasar Kota Bahagia;23766;;
"11.12.05.2003";11.12.05;Geulanggang Gajah;23766;;
"11.12.05.2004";11.12.05;Kuala Terubue;23766;;
"11.12.05.2005";11.12.05;Blang Makmur;23766;;
"11.12.05.2006";11.12.05;Panto Cut;23766;;
"11.12.05.2007";11.12.05;Alue Padee;23766;;
"11.12.05.2008";11.12.05;Muka Blang;23766;;
"11.12.05.2009";11.12.05;Lhung Geulumpang;23766;;
"11.12.05.2010";11.12.05;Padang Sikabu;23766;;
"11.12.05.2011";11.12.05;Kampung Tengah;23766;;
"11.12.05.2012";11.12.05;Blang Panyang;23766;;
"11.12.05.2013";11.12.05;Krueng Batee;23766;;
"11.12.05.2014";11.12.05;Alue Pisang;23766;;
"11.12.05.2015";11.12.05;Lhok Gajah;23766;;
"11.12.05.2016";11.12.05;Ie Mameh;23766;;
"11.12.05.2017";11.12.05;Keude Baro;23766;;
"11.12.05.2018";11.12.05;Lama Tuha;23766;;
"11.12.05.2019";11.12.05;Drien Beurumbang;23766;;
"11.12.05.2020";11.12.05;Rumoh Panyang;23766;;
"11.12.05.2021";11.12.05;Krueng Panto;23766;;
"11.12.09.2001";11.12.09;Meurandeh;23762;;
"11.12.09.2002";11.12.09;Sukadamai;23762;;
"11.12.09.2003";11.12.09;Cot Bak-U;23762;;
"11.12.09.2004";11.12.09;Meunasah Sukon;23762;;
"11.12.09.2005";11.12.09;Meunasah Tengah;23762;;
"11.12.09.2006";11.12.09;Geulanggang Batee;23762;;
"11.12.09.2007";11.12.09;Kuta Paya;23762;;
"11.12.09.2008";11.12.09;Ujung Tanah;23762;;
"11.12.09.2009";11.12.09;Padang Keulele;23762;;
"11.12.09.2010";11.12.09;Alue Rambot;23762;;
"11.12.09.2011";11.12.09;Ladang Tuha I;23762;;
"11.12.09.2012";11.12.09;Ladang Tuha Ii;23762;;
"11.12.09.2013";11.12.09;Tokoh Ii;23762;;
"11.12.09.2014";11.12.09;Kayee Aceh;23762;;
"11.12.03.2001";11.12.03;Kedai;23760;;
"11.12.03.2002";11.12.03;Padang;23760;;
"11.12.03.2003";11.12.03;Tengah;23760;;
"11.12.03.2005";11.12.03;Paya;23760;;
"11.12.03.2006";11.12.03;Seuneulop;23760;;
"11.12.03.2007";11.12.03;Lhok Puntoy;23760;;
"11.12.03.2009";11.12.03;Ladang Panah;23760;;
"11.12.03.2010";11.12.03;Pusu Ingin Jaya;23760;;
"11.12.03.2011";11.12.03;Panton Makmur;23760;;
"11.12.03.2022";11.12.03;Lhueng Baro;23760;;
"11.12.03.2023";11.12.03;Tokoh;23760;;
"11.12.03.2024";11.12.03;Blang Manggeng;23760;;
"11.12.03.2025";11.12.03;Pante Raja;23760;;
"11.12.03.2026";11.12.03;Sejahtera;23760;;
"11.12.03.2027";11.12.03;Lhok Pawoh;23760;;
"11.12.03.2029";11.12.03;Pante Pirak;23760;;
"11.12.03.2030";11.12.03;Ujung Tanah;23760;;
"11.12.03.2031";11.12.03;Pante Cermin;23760;;
"11.12.07.2001";11.12.07;Lhang;23763;;
"11.12.07.2002";11.12.07;Rambong;23763;;
"11.12.07.2003";11.12.07;Pisang;23763;;
"11.12.07.2004";11.12.07;Ujong Tanoh;23763;;
"11.12.07.2005";11.12.07;Alue Dama;23763;;
"11.12.07.2007";11.12.07;Tangan-Tangan Cut;23763;;
"11.12.07.2008";11.12.07;Mon Mameh;23763;;
"11.12.07.2009";11.12.07;Cinta Makmur;23763;;
"11.12.07.2010";11.12.07;Kuta Murni;23763;;
"11.12.04.2001";11.12.04;Pantai Perak;23765;;
"11.12.04.2002";11.12.04;Durian Rampak;23765;;
"11.12.04.2003";11.12.04;Barat;23765;;
"11.12.04.2004";11.12.04;Palak Hulu;23765;;
"11.12.04.2005";11.12.04;Palak Hilir;23765;;
"11.12.04.2006";11.12.04;Durian Jangek;23765;;
"11.12.04.2007";11.12.04;Rumah Dua Lapis;23765;;
"11.12.04.2008";11.12.04;Pinang;23765;;
"11.12.04.2009";11.12.04;Rumah Panjang;23765;;
"11.12.04.2010";11.12.04;Baharu;23765;;
"11.12.04.2011";11.12.04;Pawoh;23765;;
"11.12.04.2012";11.12.04;Padang Baru;23765;;
"11.12.04.2013";11.12.04;Pulau Kayu;23765;;
"11.12.04.2014";11.12.04;Ujung Padang;23765;;
"11.12.04.2015";11.12.04;Kedai Susoh;23765;;
"11.12.04.2016";11.12.04;Panjang Baru;23765;;
"11.12.04.2017";11.12.04;Kedai Palak Kerambil;23765;;
"11.12.04.2018";11.12.04;Ladang;23765;;
"11.12.04.2019";11.12.04;Kepala Bandar;23765;;
"11.12.04.2020";11.12.04;Tangah;23765;;
"11.12.04.2021";11.12.04;Gadang;23765;;
"11.12.04.2022";11.12.04;Padang Hilir;23765;;
"11.12.04.2023";11.12.04;Blang Dalam;23765;;
"11.12.04.2024";11.12.04;Meunasah;23765;;
"11.12.04.2025";11.12.04;Lampoh Drien;23765;;
"11.12.04.2026";11.12.04;Padang Panjang;23765;;
"11.12.04.2027";11.12.04;Rubek Meupayong;23765;;
"11.12.04.2028";11.12.04;Cot Mancang;23765;;
"11.12.04.2029";11.12.04;Geulima Jaya;23765;;
"11.12.02.2001";11.12.02;Adan;23768;;
"11.12.02.2002";11.12.02;Pante Geulumpang;23768;;
"11.12.02.2003";11.12.02;Mesjid;23768;;
"11.12.02.2004";11.12.02;Gunong Cut;23768;;
"11.12.02.2005";11.12.02;Padang Kawa;23768;;
"11.12.02.2006";11.12.02;Blang Padang;23768;;
"11.12.02.2007";11.12.02;Padang Bak Jeumpa;23768;;
"11.12.02.2008";11.12.02;Suak Labu;23768;;
"11.12.02.2014";11.12.02;Bineh Krueng;23768;;
"11.12.02.2015";11.12.02;Drien Kipah;23768;;
"11.12.02.2016";11.12.02;Drien Jalo;23768;;
"11.12.02.2017";11.12.02;Padang Bak Jok;23768;;
"11.12.02.2018";11.12.02;Suak Nibong;23768;;
"11.12.02.2019";11.12.02;Kuta Bak Drien;23768;;
"11.12.02.2020";11.12.02;Ie Lhob;23768;;
"11.06.20.2001";11.06.20;Cadek;23373;;
"11.06.20.2002";11.06.20;Kajhu;23373;;
"11.06.20.2003";11.06.20;Baet;23373;;
"11.06.20.2004";11.06.20;Blang Krueng;23373;;
